"date";"type";"type_display";"details";"amount"
15/02/2018;"COMMISSIONS";"COMMISSIONS";"Cras pretium erat quis vehicula iaculis";-2 346,32 €
09/10/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur in ex ut dui tempus finibus";-2 773,14 €
10/12/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";4 870,40 €
14/09/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec quis dolor tempor metus suscipit volutpat";2 974,45 €
09/07/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec efficitur libero ut mauris congue at sodales urna sodales";-4 153,56 €
23/06/2019;"INTERETS";"INTERETS";"Fusce vestibulum purus id congue feugiat";-3 951,55 €
26/11/2017;"INTERETS";"INTERETS";"Morbi tempor augue vel mi blandit molestie";1 217,97 €
01/06/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras condimentum libero eu dolor auctor quis malesuada nisi interdum";-4 799,20 €
14/04/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Donec viverra libero nec consectetur vehicula";4 429,48 €
25/10/2018;"PAIEMENTCB";"PAIEMENTCB";"In vehicula eros in neque finibus vel cursus turpis finibus";-4 029,48 €
03/05/2018;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";-4 315,03 €
20/11/2017;"PAIEMENTCB";"PAIEMENTCB";"Fusce varius risus nec mattis suscipit";-2 090,49 €
09/11/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Integer ullamcorper sapien eu luctus malesuada";2 504,36 €
03/06/2018;"COMMISSIONS";"COMMISSIONS";"Cras eget nisi id nibh placerat consectetur";-3 502,25 €
08/09/2017;"COMMISSIONS";"COMMISSIONS";"Cras eget nisi id nibh placerat consectetur";4 710,36 €
22/01/2018;"INTERETS";"INTERETS";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-2 904,08 €
13/03/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur in ex ut dui tempus finibus";-4 277,33 €
25/11/2018;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";-3 034,64 €
04/02/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec nec diam viverra ultrices dui eget cursus est";-550,31 €
12/07/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";-1 893,53 €
01/12/2018;"CHEQUE";"CHEQUE";"Curabitur elementum sapien id consequat sodales";-4 416,21 €
10/12/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-1 131,46 €
13/01/2017;"PAIEMENTCB";"PAIEMENTCB";"Fusce vestibulum purus id congue feugiat";107,99 €
23/09/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi in libero quis risus ultricies imperdiet quis ac massa";1 042,15 €
17/07/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-1 372,45 €
12/05/2018;"PAIEMENTCB";"PAIEMENTCB";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-3 625,71 €
27/11/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce varius risus nec mattis suscipit";-4 160,07 €
20/10/2018;"INTERETS";"INTERETS";"Donec viverra libero nec consectetur vehicula";-4 525,42 €
07/03/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pellentesque neque sed dui tincidunt ultricies";-2 946,32 €
08/06/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";-4 714,41 €
07/11/2018;"INTERETS";"INTERETS";"Morbi at est tristique tempor lectus nec pulvinar ex";1 451,93 €
23/06/2018;"COMMISSIONS";"COMMISSIONS";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";-490,77 €
28/07/2018;"CHEQUE";"CHEQUE";"Fusce vestibulum purus id congue feugiat";4 864,98 €
12/09/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ut nisi ornare euismod sapien ac blandit mi";4 754,43 €
27/01/2017;"PAIEMENTCB";"PAIEMENTCB";"Cras eget nisi id nibh placerat consectetur";-4 945,96 €
25/07/2017;"COMMISSIONS";"COMMISSIONS";"Fusce vestibulum purus id congue feugiat";1 339,02 €
19/03/2018;"INTERETS";"INTERETS";"Donec quis dolor tempor metus suscipit volutpat";3 285,09 €
08/08/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi tempor augue vel mi blandit molestie";-4 984,96 €
22/02/2019;"PAIEMENTCB";"PAIEMENTCB";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-3 523,81 €
02/04/2019;"INTERETS";"INTERETS";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";1 110,57 €
11/03/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pellentesque neque sed dui tincidunt ultricies";2 202,88 €
18/06/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi at est tristique tempor lectus nec pulvinar ex";4 246,68 €
10/05/2017;"INTERETS";"INTERETS";"Fusce varius risus nec mattis suscipit";320,96 €
03/08/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pretium erat quis vehicula iaculis";158,38 €
06/10/2017;"CHEQUE";"CHEQUE";"Morbi nec tortor fermentum posuere mauris non aliquet neque";4 472,19 €
03/08/2017;"INTERETS";"INTERETS";"Fusce varius risus nec mattis suscipit";-761,01 €
05/07/2018;"COMMISSIONS";"COMMISSIONS";"Cras condimentum libero eu dolor auctor quis malesuada nisi interdum";-3 881,76 €
10/12/2017;"CHEQUE";"CHEQUE";"Fusce varius risus nec mattis suscipit";-1 626,43 €
24/11/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce varius risus nec mattis suscipit";-1 089,25 €
28/04/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi in libero quis risus ultricies imperdiet quis ac massa";4 908,21 €
11/12/2017;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";-811,23 €
01/06/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ullamcorper sapien eu luctus malesuada";-4 627,66 €
13/09/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-4 324,46 €
19/03/2019;"INTERETS";"INTERETS";"Donec efficitur libero ut mauris congue at sodales urna sodales";1 323,73 €
22/08/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";3,77 €
02/11/2017;"COMMISSIONS";"COMMISSIONS";"Donec efficitur libero ut mauris congue at sodales urna sodales";-4 791,22 €
13/02/2018;"CHEQUE";"CHEQUE";"Donec vel lacus nec nisl placerat suscipit";-1 745,57 €
06/02/2018;"INTERETS";"INTERETS";"Fusce varius risus nec mattis suscipit";-3 289,71 €
28/05/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Lorem ipsum dolor sit amet consectetur adipiscing elit";1 446,68 €
09/12/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce vestibulum purus id congue feugiat";2 585,80 €
09/02/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";553,29 €
01/07/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur commodo erat id dolor molestie pharetra";1 838,62 €
07/03/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur elementum sapien id consequat sodales";187,38 €
16/06/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Lorem ipsum dolor sit amet consectetur adipiscing elit";4 560,64 €
17/06/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";3 654,27 €
10/07/2017;"COMMISSIONS";"COMMISSIONS";"Fusce varius risus nec mattis suscipit";3 114,64 €
08/11/2019;"COMMISSIONS";"COMMISSIONS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";4 851,66 €
19/07/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras pellentesque neque sed dui tincidunt ultricies";-211,42 €
17/11/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";2 930,78 €
20/08/2017;"INTERETS";"INTERETS";"Donec vel lacus nec nisl placerat suscipit";-2 764,62 €
06/05/2018;"COMMISSIONS";"COMMISSIONS";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-1 376,87 €
04/09/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur in ex ut dui tempus finibus";-992,56 €
11/03/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec vel lacus nec nisl placerat suscipit";-3 689,55 €
05/04/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec vel lacus nec nisl placerat suscipit";4 201,03 €
01/10/2019;"PAIEMENTCB";"PAIEMENTCB";"In vehicula eros in neque finibus vel cursus turpis finibus";-3 429,70 €
21/04/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Donec efficitur libero ut mauris congue at sodales urna sodales";1 942,87 €
26/02/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi tempor augue vel mi blandit molestie";3 117,59 €
28/08/2018;"COMMISSIONS";"COMMISSIONS";"Cras pellentesque neque sed dui tincidunt ultricies";1 403,39 €
02/05/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Etiam nec velit quis nulla sagittis fermentum";1 822,48 €
12/10/2017;"CHEQUE";"CHEQUE";"In vehicula eros in neque finibus vel cursus turpis finibus";-1 252,74 €
21/07/2019;"COMMISSIONS";"COMMISSIONS";"Cras condimentum libero eu dolor auctor quis malesuada nisi interdum";-1 256,22 €
07/03/2017;"COMMISSIONS";"COMMISSIONS";"Cras eget nisi id nibh placerat consectetur";1 988,95 €
09/08/2018;"INTERETS";"INTERETS";"Morbi nec tortor fermentum posuere mauris non aliquet neque";2 530,51 €
20/01/2017;"COMMISSIONS";"COMMISSIONS";"Donec efficitur libero ut mauris congue at sodales urna sodales";-1 792,74 €
25/05/2019;"CHEQUE";"CHEQUE";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";166,67 €
02/06/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";1 101,55 €
26/01/2017;"INTERETS";"INTERETS";"Donec quis dolor tempor metus suscipit volutpat";3 309,66 €
04/11/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi nec tortor fermentum posuere mauris non aliquet neque";-4 042,13 €
11/09/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur commodo erat id dolor molestie pharetra";-3 335,94 €
12/02/2019;"COMMISSIONS";"COMMISSIONS";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-3 875,47 €
06/01/2017;"ECHEANCEPRET";"ECHEANCEPRET";"In vehicula eros in neque finibus vel cursus turpis finibus";-4 065,58 €
01/02/2018;"INTERETS";"INTERETS";"Etiam nec velit quis nulla sagittis fermentum";2 377,52 €
10/08/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Donec quis dolor tempor metus suscipit volutpat";648,75 €
16/12/2018;"COMMISSIONS";"COMMISSIONS";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";238,40 €
13/09/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi tempor augue vel mi blandit molestie";2 353,45 €
24/05/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec efficitur libero ut mauris congue at sodales urna sodales";-393,42 €
09/04/2017;"COMMISSIONS";"COMMISSIONS";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";3 237,61 €
19/04/2018;"COMMISSIONS";"COMMISSIONS";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";2 454,90 €
06/12/2017;"INTERETS";"INTERETS";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";759,78 €
17/02/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Lorem ipsum dolor sit amet consectetur adipiscing elit";2 147,62 €
24/05/2019;"COMMISSIONS";"COMMISSIONS";"Morbi tempor augue vel mi blandit molestie";-2 959,66 €
08/03/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur elementum sapien id consequat sodales";-2 103,15 €
15/03/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Cras eget nisi id nibh placerat consectetur";625,27 €
12/03/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-986,53 €
17/12/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce varius risus nec mattis suscipit";-2 140,93 €
20/12/2018;"PAIEMENTCB";"PAIEMENTCB";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";2 715,83 €
24/12/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras pellentesque neque sed dui tincidunt ultricies";-4 922,04 €
07/11/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pretium erat quis vehicula iaculis";2 886,00 €
23/08/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pretium erat quis vehicula iaculis";3 034,81 €
24/01/2019;"CHEQUE";"CHEQUE";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";4 572,94 €
17/04/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec nec diam viverra ultrices dui eget cursus est";-822,55 €
06/06/2017;"COMMISSIONS";"COMMISSIONS";"Fusce vestibulum purus id congue feugiat";-2 008,81 €
19/04/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras eget nisi id nibh placerat consectetur";1 291,12 €
26/02/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Integer ullamcorper sapien eu luctus malesuada";1 791,18 €
13/09/2019;"CHEQUE";"CHEQUE";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";4 856,86 €
09/02/2019;"PAIEMENTCB";"PAIEMENTCB";"Donec quis dolor tempor metus suscipit volutpat";3 081,82 €
24/10/2019;"INTERETS";"INTERETS";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";-1 337,22 €
18/04/2019;"CHEQUE";"CHEQUE";"Etiam nec velit quis nulla sagittis fermentum";3 081,83 €
02/12/2017;"COMMISSIONS";"COMMISSIONS";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-2 011,41 €
20/02/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce varius risus nec mattis suscipit";1 788,79 €
08/06/2017;"CHEQUE";"CHEQUE";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";-3 055,07 €
02/04/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pellentesque neque sed dui tincidunt ultricies";-67,76 €
23/02/2018;"COMMISSIONS";"COMMISSIONS";"Morbi at est tristique tempor lectus nec pulvinar ex";1 767,28 €
15/10/2019;"COMMISSIONS";"COMMISSIONS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-1 832,96 €
25/05/2018;"INTERETS";"INTERETS";"Cras pellentesque neque sed dui tincidunt ultricies";673,22 €
05/09/2019;"PAIEMENTCB";"PAIEMENTCB";"Integer ullamcorper sapien eu luctus malesuada";2 921,15 €
17/11/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur commodo erat id dolor molestie pharetra";2 018,21 €
16/11/2018;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";-3 954,10 €
09/02/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";726,12 €
02/04/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";-1 692,57 €
22/03/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";2 557,14 €
21/04/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-4 839,20 €
24/07/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi tempor augue vel mi blandit molestie";3 778,64 €
02/09/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi nec tortor fermentum posuere mauris non aliquet neque";-569,88 €
18/08/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Donec vel lacus nec nisl placerat suscipit";1 241,73 €
15/03/2018;"INTERETS";"INTERETS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";2 292,65 €
19/03/2019;"INTERETS";"INTERETS";"Etiam nec velit quis nulla sagittis fermentum";-2 007,95 €
22/09/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-4 924,48 €
08/04/2017;"COMMISSIONS";"COMMISSIONS";"Integer ut nisi ornare euismod sapien ac blandit mi";372,68 €
17/08/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";-4 588,38 €
05/01/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur commodo erat id dolor molestie pharetra";-3 753,17 €
04/11/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur in ex ut dui tempus finibus";-146,32 €
25/01/2018;"INTERETS";"INTERETS";"Cras eget nisi id nibh placerat consectetur";2 262,89 €
18/10/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Lorem ipsum dolor sit amet consectetur adipiscing elit";3 023,79 €
20/06/2019;"COMMISSIONS";"COMMISSIONS";"Fusce vestibulum purus id congue feugiat";-2 203,90 €
13/07/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec viverra libero nec consectetur vehicula";2 043,98 €
04/04/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec viverra libero nec consectetur vehicula";-2 620,97 €
24/05/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ut nisi ornare euismod sapien ac blandit mi";-304,81 €
17/05/2018;"CHEQUE";"CHEQUE";"Fusce vestibulum purus id congue feugiat";-505,37 €
25/09/2018;"COMMISSIONS";"COMMISSIONS";"Morbi nec tortor fermentum posuere mauris non aliquet neque";349,86 €
19/03/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Etiam nec velit quis nulla sagittis fermentum";-4 047,69 €
28/03/2019;"COMMISSIONS";"COMMISSIONS";"Etiam nec velit quis nulla sagittis fermentum";-2 928,16 €
24/06/2018;"INTERETS";"INTERETS";"Cras pretium erat quis vehicula iaculis";-912,27 €
02/03/2017;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";-260,00 €
25/12/2017;"INTERETS";"INTERETS";"Curabitur commodo erat id dolor molestie pharetra";789,33 €
18/02/2017;"CHEQUE";"CHEQUE";"Donec vel lacus nec nisl placerat suscipit";-1 538,99 €
27/03/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi nec tortor fermentum posuere mauris non aliquet neque";4 749,23 €
07/02/2017;"PAIEMENTCB";"PAIEMENTCB";"Cras pretium erat quis vehicula iaculis";-4 614,47 €
09/09/2019;"INTERETS";"INTERETS";"In vehicula eros in neque finibus vel cursus turpis finibus";-3 964,64 €
06/12/2019;"COMMISSIONS";"COMMISSIONS";"In vehicula eros in neque finibus vel cursus turpis finibus";3 738,71 €
24/11/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Cras pretium erat quis vehicula iaculis";-4 388,33 €
20/07/2019;"PAIEMENTCB";"PAIEMENTCB";"Morbi in libero quis risus ultricies imperdiet quis ac massa";3 426,33 €
11/03/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ullamcorper sapien eu luctus malesuada";-1 922,86 €
20/08/2018;"CHEQUE";"CHEQUE";"Curabitur in ex ut dui tempus finibus";-2 317,29 €
03/06/2018;"INTERETS";"INTERETS";"Cras pretium erat quis vehicula iaculis";4 865,10 €
21/05/2019;"INTERETS";"INTERETS";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";-1 187,33 €
08/08/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur in ex ut dui tempus finibus";-608,06 €
06/05/2019;"INTERETS";"INTERETS";"Integer ullamcorper sapien eu luctus malesuada";-2 272,02 €
27/07/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"In vehicula eros in neque finibus vel cursus turpis finibus";4 847,20 €
27/03/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur in ex ut dui tempus finibus";2 886,12 €
18/05/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";-4 659,27 €
19/11/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur elementum sapien id consequat sodales";-1 984,65 €
01/08/2019;"ECHEANCEPRET";"ECHEANCEPRET";"In vehicula eros in neque finibus vel cursus turpis finibus";-4 067,60 €
08/08/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi at est tristique tempor lectus nec pulvinar ex";653,01 €
16/02/2018;"COMMISSIONS";"COMMISSIONS";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-4 874,45 €
25/09/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ut nisi ornare euismod sapien ac blandit mi";2 174,66 €
25/05/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi in libero quis risus ultricies imperdiet quis ac massa";3 050,22 €
27/02/2017;"PAIEMENTCB";"PAIEMENTCB";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";3 793,93 €
11/04/2019;"INTERETS";"INTERETS";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";1 522,01 €
28/08/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec quis dolor tempor metus suscipit volutpat";-2 682,70 €
21/01/2017;"CHEQUE";"CHEQUE";"Morbi nec tortor fermentum posuere mauris non aliquet neque";1 956,93 €
27/02/2017;"INTERETS";"INTERETS";"Cras pellentesque neque sed dui tincidunt ultricies";-3 643,02 €
13/12/2018;"PAIEMENTCB";"PAIEMENTCB";"Morbi in libero quis risus ultricies imperdiet quis ac massa";-4 330,22 €
07/07/2017;"PAIEMENTCB";"PAIEMENTCB";"Curabitur in ex ut dui tempus finibus";-1 622,16 €
28/09/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur commodo erat id dolor molestie pharetra";-133,90 €
03/01/2019;"COMMISSIONS";"COMMISSIONS";"Cras eget nisi id nibh placerat consectetur";1 690,59 €
11/08/2019;"PAIEMENTCB";"PAIEMENTCB";"Morbi tempor augue vel mi blandit molestie";-2 801,00 €
10/08/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Cras eget nisi id nibh placerat consectetur";-2 611,34 €
13/07/2018;"INTERETS";"INTERETS";"In vehicula eros in neque finibus vel cursus turpis finibus";-719,32 €
04/07/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce varius risus nec mattis suscipit";4 699,76 €
03/07/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur elementum sapien id consequat sodales";-3 077,88 €
01/08/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";1 598,16 €
12/08/2017;"CHEQUE";"CHEQUE";"Morbi at est tristique tempor lectus nec pulvinar ex";3 150,53 €
04/05/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec efficitur libero ut mauris congue at sodales urna sodales";1 676,49 €
13/07/2018;"PAIEMENTCB";"PAIEMENTCB";"Curabitur commodo erat id dolor molestie pharetra";-1 121,96 €
10/05/2019;"CHEQUE";"CHEQUE";"Cras eget nisi id nibh placerat consectetur";-1 792,85 €
19/05/2019;"PAIEMENTCB";"PAIEMENTCB";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";-2 825,94 €
12/02/2017;"INTERETS";"INTERETS";"In vehicula eros in neque finibus vel cursus turpis finibus";2 844,49 €
08/07/2017;"CHEQUE";"CHEQUE";"Donec nec diam viverra ultrices dui eget cursus est";1 919,00 €
21/01/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";-2 274,30 €
08/03/2018;"COMMISSIONS";"COMMISSIONS";"Cras pellentesque neque sed dui tincidunt ultricies";3 998,56 €
09/06/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Integer ut nisi ornare euismod sapien ac blandit mi";-4 828,63 €
15/10/2017;"INTERETS";"INTERETS";"Morbi in libero quis risus ultricies imperdiet quis ac massa";1 074,41 €
08/11/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi tempor augue vel mi blandit molestie";-1 399,12 €
20/12/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-3 546,35 €
23/08/2018;"INTERETS";"INTERETS";"Curabitur in ex ut dui tempus finibus";1 634,71 €
12/05/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";-3 465,44 €
19/05/2017;"PAIEMENTCB";"PAIEMENTCB";"Integer ullamcorper sapien eu luctus malesuada";-1 119,50 €
14/07/2017;"CHEQUE";"CHEQUE";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-2 443,42 €
05/07/2017;"CHEQUE";"CHEQUE";"Curabitur elementum sapien id consequat sodales";-211,45 €
01/11/2018;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";745,90 €
04/11/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec quis dolor tempor metus suscipit volutpat";2 808,43 €
24/12/2019;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";2 536,53 €
07/03/2019;"PAIEMENTCB";"PAIEMENTCB";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";-4 030,40 €
23/07/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";3 211,87 €
14/04/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur in ex ut dui tempus finibus";4 928,33 €
16/02/2018;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";-754,91 €
25/06/2017;"INTERETS";"INTERETS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";2 797,31 €
11/05/2018;"INTERETS";"INTERETS";"Donec efficitur libero ut mauris congue at sodales urna sodales";-2 725,42 €
10/10/2017;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";-3 661,82 €
02/04/2019;"COMMISSIONS";"COMMISSIONS";"Cras pellentesque neque sed dui tincidunt ultricies";4 981,73 €
08/02/2019;"INTERETS";"INTERETS";"Cras pretium erat quis vehicula iaculis";-3 982,88 €
08/04/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";1 777,05 €
07/10/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";1 963,96 €
15/02/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce vestibulum purus id congue feugiat";4 808,25 €
